,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,box4,angry4,disgust4,fear4,happy4,sad4,surprise4,neutral4,box5,angry5,disgust5,fear5,happy5,sad5,surprise5,neutral5,box6,angry6,disgust6,fear6,happy6,sad6,surprise6,neutral6,box7,angry7,disgust7,fear7,happy7,sad7,surprise7,neutral7,box8,angry8,disgust8,fear8,happy8,sad8,surprise8,neutral8,box9,angry9,disgust9,fear9,happy9,sad9,surprise9,neutral9,box10,angry10,disgust10,fear10,happy10,sad10,surprise10,neutral10,box11,angry11,disgust11,fear11,happy11,sad11,surprise11,neutral11,box12,angry12,disgust12,fear12,happy12,sad12,surprise12,neutral12,box13,angry13,disgust13,fear13,happy13,sad13,surprise13,neutral13,box14,angry14,disgust14,fear14,happy14,sad14,surprise14,neutral14,box15,angry15,disgust15,fear15,happy15,sad15,surprise15,neutral15,box16,angry16,disgust16,fear16,happy16,sad16,surprise16,neutral16,box17,angry17,disgust17,fear17,happy17,sad17,surprise17,neutral17
266,"[149, 444, 44, 61]",0.03,0.0,0.03,0.0,0.01,0.94,0.0,"[463, 160, 139, 180]",0.08,0.0,0.02,0.16,0.03,0.05,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,"[152, 438, 42, 54]",0.1,0.01,0.12,0.02,0.04,0.66,0.07,"[480, 157, 138, 187]",0.02,0.0,0.01,0.77,0.01,0.14,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,"[478, 142, 134, 169]",0.01,0.0,0.0,0.88,0.01,0.01,0.08,"[159, 447, 42, 56]",0.0,0.0,0.02,0.02,0.0,0.94,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,"[159, 446, 42, 56]",0.1,0.0,0.08,0.21,0.05,0.38,0.19,"[501, 159, 137, 188]",0.03,0.0,0.01,0.62,0.0,0.26,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,"[500, 167, 133, 179]",0.01,0.0,0.02,0.85,0.0,0.12,0.0,"[156, 441, 41, 56]",0.41,0.0,0.03,0.43,0.07,0.03,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,"[474, 162, 134, 175]",0.09,0.0,0.06,0.12,0.01,0.34,0.38,"[153, 441, 43, 56]",0.08,0.0,0.14,0.03,0.15,0.25,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,"[151, 444, 43, 58]",0.13,0.0,0.09,0.05,0.24,0.07,0.43,"[484, 164, 140, 185]",0.14,0.0,0.02,0.57,0.07,0.1,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,"[146, 437, 41, 51]",0.32,0.0,0.05,0.36,0.13,0.05,0.1,"[493, 160, 140, 185]",0.14,0.0,0.17,0.24,0.02,0.43,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,"[482, 159, 138, 179]",0.0,0.0,0.0,0.95,0.0,0.04,0.01,"[168, 437, 41, 54]",0.01,0.0,0.01,0.93,0.01,0.02,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,"[145, 437, 41, 53]",0.06,0.0,0.02,0.83,0.01,0.03,0.05,"[488, 149, 134, 171]",0.0,0.0,0.0,0.95,0.0,0.02,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,"[475, 147, 142, 176]",0.06,0.0,0.03,0.6,0.13,0.06,0.11,"[151, 440, 42, 54]",0.12,0.0,0.01,0.8,0.05,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,"[483, 161, 140, 181]",0.02,0.0,0.2,0.08,0.0,0.7,0.01,"[149, 439, 43, 57]",0.02,0.0,0.01,0.94,0.01,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,"[482, 152, 136, 186]",0.01,0.0,0.01,0.81,0.02,0.08,0.07,"[128, 438, 47, 59]",0.01,0.0,0.05,0.17,0.1,0.05,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,"[493, 144, 136, 185]",0.02,0.0,0.01,0.78,0.01,0.1,0.08,"[146, 452, 44, 55]",0.07,0.0,0.03,0.02,0.0,0.88,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,"[167, 439, 42, 55]",0.02,0.0,0.01,0.88,0.0,0.09,0.01,"[490, 153, 135, 180]",0.0,0.0,0.0,0.75,0.0,0.23,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,"[492, 169, 136, 177]",0.01,0.0,0.0,0.98,0.0,0.01,0.01,"[150, 441, 43, 58]",0.0,0.0,0.0,0.94,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,"[146, 440, 41, 53]",0.12,0.0,0.12,0.03,0.26,0.01,0.47,"[482, 161, 143, 179]",0.02,0.0,0.0,0.6,0.0,0.07,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,"[485, 145, 142, 195]",0.09,0.0,0.04,0.01,0.01,0.84,0.0,"[155, 433, 42, 56]",0.0,0.0,0.06,0.08,0.02,0.63,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,"[482, 162, 137, 176]",0.01,0.0,0.0,0.93,0.01,0.01,0.04,"[152, 448, 42, 59]",0.06,0.0,0.18,0.17,0.1,0.45,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,"[491, 161, 132, 178]",0.01,0.0,0.02,0.73,0.01,0.14,0.08,"[136, 444, 41, 58]",0.04,0.0,0.03,0.05,0.0,0.87,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,"[466, 169, 138, 176]",0.09,0.0,0.03,0.15,0.03,0.05,0.65,"[136, 443, 42, 55]",0.15,0.0,0.09,0.05,0.02,0.37,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,"[474, 152, 136, 187]",0.01,0.0,0.0,0.84,0.01,0.11,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,"[473, 163, 134, 179]",0.11,0.0,0.12,0.43,0.03,0.25,0.06,"[150, 462, 42, 54]",0.12,0.0,0.61,0.0,0.04,0.21,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,"[154, 443, 42, 56]",0.03,0.0,0.32,0.03,0.17,0.21,0.24,"[471, 161, 133, 176]",0.02,0.0,0.02,0.71,0.01,0.19,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,"[472, 156, 130, 173]",0.02,0.0,0.03,0.54,0.02,0.18,0.21,"[162, 446, 42, 53]",0.35,0.01,0.09,0.17,0.25,0.02,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,"[146, 441, 40, 55]",0.04,0.0,0.12,0.11,0.27,0.06,0.4,"[462, 136, 141, 176]",0.0,0.0,0.01,0.25,0.0,0.71,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,"[457, 154, 141, 179]",0.06,0.0,0.02,0.39,0.01,0.35,0.17,"[152, 431, 46, 60]",0.09,0.0,0.1,0.09,0.03,0.1,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,"[460, 163, 136, 175]",0.25,0.0,0.18,0.05,0.04,0.46,0.01,"[186, 438, 38, 53]",0.6,0.0,0.14,0.02,0.03,0.11,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,"[458, 159, 142, 181]",0.14,0.0,0.09,0.12,0.55,0.04,0.07,"[156, 443, 40, 51]",0.48,0.0,0.07,0.02,0.07,0.01,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,"[157, 441, 42, 54]",0.43,0.0,0.18,0.02,0.04,0.16,0.17,"[474, 166, 133, 175]",0.01,0.0,0.05,0.64,0.03,0.13,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,"[153, 447, 40, 51]",0.27,0.0,0.17,0.02,0.41,0.04,0.09,"[468, 154, 138, 181]",0.11,0.0,0.23,0.15,0.06,0.43,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,"[455, 157, 145, 184]",0.08,0.0,0.11,0.1,0.03,0.65,0.02,"[141, 442, 41, 50]",0.15,0.0,0.48,0.06,0.05,0.08,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,"[132, 442, 44, 58]",0.24,0.0,0.17,0.03,0.13,0.26,0.17,"[470, 143, 135, 180]",0.01,0.0,0.0,0.67,0.29,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,"[456, 145, 144, 171]",0.02,0.0,0.01,0.57,0.0,0.03,0.37,"[169, 436, 41, 51]",0.1,0.0,0.22,0.09,0.1,0.2,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,"[148, 441, 44, 57]",0.54,0.0,0.19,0.01,0.07,0.16,0.03,"[492, 157, 131, 174]",0.02,0.0,0.02,0.7,0.07,0.03,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,"[136, 448, 42, 54]",0.01,0.0,0.01,0.02,0.05,0.01,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
