,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,box4,angry4,disgust4,fear4,happy4,sad4,surprise4,neutral4,box5,angry5,disgust5,fear5,happy5,sad5,surprise5,neutral5,box6,angry6,disgust6,fear6,happy6,sad6,surprise6,neutral6,box7,angry7,disgust7,fear7,happy7,sad7,surprise7,neutral7,box8,angry8,disgust8,fear8,happy8,sad8,surprise8,neutral8,box9,angry9,disgust9,fear9,happy9,sad9,surprise9,neutral9,box10,angry10,disgust10,fear10,happy10,sad10,surprise10,neutral10,box11,angry11,disgust11,fear11,happy11,sad11,surprise11,neutral11,box12,angry12,disgust12,fear12,happy12,sad12,surprise12,neutral12,box13,angry13,disgust13,fear13,happy13,sad13,surprise13,neutral13,box14,angry14,disgust14,fear14,happy14,sad14,surprise14,neutral14,box15,angry15,disgust15,fear15,happy15,sad15,surprise15,neutral15,box16,angry16,disgust16,fear16,happy16,sad16,surprise16,neutral16
174,"[565, 81, 129, 155]",0.83,0.0,0.08,0.0,0.05,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,"[530, 98, 113, 148]",0.84,0.04,0.03,0.0,0.02,0.01,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,"[503, 128, 124, 148]",0.97,0.0,0.01,0.0,0.01,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,"[621, 110, 125, 154]",0.98,0.0,0.01,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,"[610, 122, 124, 152]",0.94,0.0,0.02,0.0,0.02,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,"[620, 170, 137, 172]",0.27,0.0,0.05,0.03,0.43,0.01,0.2,"[878, 154, 103, 129]",0.07,0.0,0.16,0.27,0.35,0.05,0.09,"[460, 0, 113, 146]",0.24,0.0,0.08,0.0,0.43,0.03,0.22,"[1105, 69, 123, 158]",0.04,0.0,0.02,0.02,0.48,0.0,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,"[460, 0, 118, 146]",0.22,0.0,0.14,0.0,0.32,0.02,0.31,"[648, 183, 140, 168]",0.25,0.0,0.05,0.03,0.38,0.01,0.28,"[878, 149, 104, 135]",0.07,0.0,0.16,0.27,0.36,0.04,0.11,"[1105, 66, 125, 161]",0.05,0.0,0.03,0.01,0.49,0.0,0.41,"[100, 224, 180, 232]",0.1,0.0,0.21,0.05,0.55,0.02,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,"[1071, 266, 23, 28]",0.79,0.0,0.04,0.03,0.11,0.0,0.03,"[95, 270, 21, 27]",0.13,0.0,0.11,0.2,0.13,0.01,0.42,"[631, 176, 30, 37]",0.56,0.01,0.01,0.29,0.07,0.0,0.06,"[3, 266, 26, 33]",0.48,0.0,0.02,0.16,0.24,0.0,0.09,"[278, 272, 20, 24]",0.68,0.0,0.01,0.0,0.12,0.0,0.19,"[957, 269, 24, 28]",0.06,0.0,0.3,0.05,0.54,0.0,0.05,"[1163, 279, 19, 24]",0.06,0.0,0.0,0.73,0.04,0.0,0.16,"[1243, 261, 23, 28]",0.09,0.0,0.05,0.2,0.4,0.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,"[1071, 267, 22, 27]",0.74,0.0,0.03,0.01,0.11,0.0,0.1,"[272, 274, 20, 24]",0.91,0.0,0.01,0.0,0.05,0.0,0.03,"[96, 271, 19, 25]",0.06,0.0,0.07,0.71,0.05,0.01,0.1,"[4, 267, 25, 31]",0.54,0.0,0.01,0.04,0.28,0.0,0.12,"[1163, 279, 19, 24]",0.07,0.0,0.0,0.67,0.03,0.0,0.23,"[1244, 263, 21, 24]",0.14,0.0,0.05,0.04,0.49,0.0,0.28,"[620, 193, 25, 29]",0.72,0.03,0.01,0.01,0.2,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,"[3, 269, 23, 29]",0.51,0.0,0.02,0.05,0.32,0.0,0.1,"[1071, 264, 21, 29]",0.71,0.0,0.04,0.01,0.08,0.0,0.16,"[271, 274, 21, 26]",0.73,0.0,0.02,0.01,0.17,0.0,0.07,"[96, 270, 21, 26]",0.04,0.0,0.14,0.42,0.1,0.01,0.3,"[1162, 279, 20, 24]",0.09,0.0,0.0,0.69,0.03,0.0,0.19,"[1243, 260, 23, 28]",0.09,0.0,0.02,0.06,0.39,0.0,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,"[270, 272, 22, 28]",0.63,0.0,0.02,0.02,0.17,0.0,0.16,"[1067, 261, 25, 32]",0.43,0.0,0.02,0.02,0.45,0.0,0.08,"[94, 271, 20, 23]",0.04,0.0,0.04,0.08,0.63,0.0,0.21,"[5, 267, 24, 30]",0.08,0.0,0.06,0.01,0.8,0.0,0.05,"[184, 265, 19, 24]",0.65,0.0,0.01,0.05,0.19,0.0,0.1,"[1163, 279, 20, 24]",0.07,0.0,0.0,0.69,0.06,0.0,0.17,"[621, 176, 28, 34]",0.7,0.0,0.02,0.02,0.13,0.0,0.14,"[966, 270, 23, 29]",0.12,0.0,0.13,0.05,0.45,0.07,0.17,"[1244, 262, 22, 26]",0.09,0.0,0.04,0.06,0.35,0.0,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,"[182, 266, 20, 25]",0.57,0.0,0.03,0.02,0.26,0.01,0.11,"[271, 272, 21, 26]",0.29,0.0,0.06,0.19,0.17,0.01,0.28,"[95, 282, 20, 24]",0.12,0.0,0.31,0.07,0.4,0.0,0.1,"[1068, 261, 22, 29]",0.41,0.0,0.02,0.01,0.49,0.0,0.07,"[1243, 261, 23, 27]",0.05,0.0,0.03,0.05,0.44,0.0,0.43,"[1163, 279, 19, 23]",0.12,0.0,0.0,0.69,0.04,0.0,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,"[92, 265, 22, 25]",0.05,0.0,0.01,0.02,0.5,0.0,0.42,"[1068, 261, 22, 29]",0.47,0.0,0.02,0.01,0.4,0.0,0.11,"[266, 274, 20, 23]",0.21,0.0,0.14,0.03,0.39,0.02,0.21,"[1243, 261, 23, 27]",0.05,0.0,0.02,0.04,0.31,0.0,0.57,"[1162, 278, 21, 24]",0.13,0.0,0.01,0.59,0.13,0.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,"[1067, 264, 21, 29]",0.59,0.0,0.13,0.03,0.19,0.0,0.06,"[270, 269, 22, 27]",0.29,0.0,0.11,0.06,0.43,0.01,0.09,"[3, 265, 24, 32]",0.19,0.0,0.02,0.27,0.45,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,"[635, 101, 123, 157]",0.68,0.13,0.06,0.0,0.09,0.03,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,"[593, 134, 124, 147]",0.91,0.02,0.03,0.0,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,"[529, 82, 126, 146]",0.94,0.0,0.02,0.0,0.02,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,"[631, 99, 142, 181]",0.4,0.0,0.41,0.0,0.16,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,"[603, 116, 135, 172]",0.63,0.0,0.04,0.0,0.2,0.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,"[463, 122, 110, 150]",0.63,0.01,0.05,0.01,0.12,0.03,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,"[574, 123, 111, 147]",0.93,0.03,0.01,0.0,0.02,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,"[650, 154, 120, 155]",0.49,0.01,0.03,0.01,0.43,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,"[478, 135, 123, 151]",0.95,0.0,0.0,0.0,0.04,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,"[468, 115, 121, 152]",1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,"[591, 103, 121, 154]",0.85,0.0,0.01,0.02,0.1,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,"[482, 110, 110, 140]",0.83,0.0,0.01,0.01,0.03,0.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,"[516, 146, 118, 143]",0.9,0.01,0.0,0.0,0.09,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,"[542, 89, 119, 144]",0.98,0.01,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,"[560, 93, 119, 146]",0.94,0.02,0.0,0.0,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,"[579, 85, 120, 152]",0.68,0.0,0.01,0.29,0.01,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,"[513, 153, 130, 159]",0.37,0.0,0.0,0.0,0.51,0.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,"[540, 127, 123, 148]",0.34,0.0,0.01,0.62,0.02,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,"[400, 104, 132, 159]",0.65,0.0,0.07,0.05,0.1,0.02,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,"[654, 114, 115, 149]",0.98,0.01,0.0,0.0,0.01,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,"[708, 132, 119, 151]",0.72,0.0,0.05,0.06,0.11,0.01,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,"[530, 193, 138, 177]",0.39,0.0,0.04,0.0,0.54,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,"[553, 196, 131, 160]",0.9,0.02,0.01,0.06,0.01,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,"[527, 92, 122, 157]",0.55,0.1,0.2,0.0,0.11,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,"[704, 94, 127, 165]",0.74,0.01,0.1,0.0,0.1,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,"[537, 90, 117, 142]",0.35,0.15,0.19,0.01,0.24,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,"[669, 112, 123, 164]",0.86,0.0,0.06,0.02,0.04,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,"[675, 110, 124, 157]",0.81,0.0,0.03,0.01,0.06,0.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,"[656, 105, 123, 158]",0.92,0.01,0.02,0.0,0.03,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,"[571, 204, 103, 126]",0.54,0.33,0.04,0.01,0.08,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,"[480, 190, 117, 149]",0.57,0.15,0.03,0.0,0.18,0.0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,"[484, 207, 119, 148]",0.81,0.1,0.01,0.04,0.04,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,"[571, 117, 133, 168]",0.95,0.01,0.01,0.0,0.02,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,"[551, 136, 129, 157]",0.88,0.0,0.02,0.01,0.03,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,"[518, 137, 126, 147]",0.7,0.0,0.09,0.0,0.13,0.01,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,"[537, 154, 116, 143]",0.86,0.01,0.03,0.01,0.03,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,"[444, 122, 119, 150]",0.92,0.0,0.03,0.0,0.02,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,"[562, 99, 103, 140]",0.82,0.05,0.02,0.0,0.02,0.01,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,"[630, 93, 120, 148]",0.71,0.17,0.04,0.0,0.07,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,"[661, 121, 100, 137]",0.56,0.04,0.09,0.03,0.09,0.02,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,"[702, 104, 109, 144]",0.64,0.01,0.18,0.0,0.14,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,"[553, 110, 116, 147]",0.76,0.13,0.03,0.0,0.06,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,"[537, 113, 128, 159]",0.85,0.0,0.04,0.0,0.04,0.01,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,"[608, 91, 108, 141]",0.61,0.05,0.07,0.05,0.08,0.03,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,"[638, 116, 121, 145]",0.93,0.02,0.01,0.0,0.03,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,"[552, 99, 123, 155]",0.91,0.02,0.02,0.04,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,"[603, 102, 115, 149]",0.79,0.0,0.01,0.01,0.02,0.0,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,"[480, 129, 122, 151]",0.9,0.02,0.03,0.01,0.02,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,"[635, 88, 112, 147]",0.66,0.0,0.03,0.03,0.01,0.05,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,"[544, 146, 109, 147]",0.48,0.03,0.07,0.14,0.04,0.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,"[535, 138, 126, 152]",0.78,0.02,0.04,0.02,0.12,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,"[588, 112, 107, 143]",0.72,0.1,0.03,0.06,0.01,0.0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,"[618, 125, 111, 152]",0.23,0.0,0.02,0.03,0.03,0.01,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,"[616, 132, 124, 150]",0.87,0.04,0.02,0.02,0.02,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
