,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,box4,angry4,disgust4,fear4,happy4,sad4,surprise4,neutral4,box5,angry5,disgust5,fear5,happy5,sad5,surprise5,neutral5,box6,angry6,disgust6,fear6,happy6,sad6,surprise6,neutral6,box7,angry7,disgust7,fear7,happy7,sad7,surprise7,neutral7,box8,angry8,disgust8,fear8,happy8,sad8,surprise8,neutral8,box9,angry9,disgust9,fear9,happy9,sad9,surprise9,neutral9,box10,angry10,disgust10,fear10,happy10,sad10,surprise10,neutral10,box11,angry11,disgust11,fear11,happy11,sad11,surprise11,neutral11,box12,angry12,disgust12,fear12,happy12,sad12,surprise12,neutral12,box13,angry13,disgust13,fear13,happy13,sad13,surprise13,neutral13,box14,angry14,disgust14,fear14,happy14,sad14,surprise14,neutral14,box15,angry15,disgust15,fear15,happy15,sad15,surprise15,neutral15
151,"[661, 121, 100, 137]",0.56,0.04,0.09,0.03,0.09,0.02,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,"[537, 113, 128, 159]",0.85,0.0,0.04,0.0,0.04,0.01,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,"[493, 87, 123, 157]",0.53,0.01,0.08,0.0,0.03,0.3,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,"[608, 91, 108, 141]",0.61,0.05,0.07,0.05,0.08,0.03,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,"[621, 154, 118, 143]",0.98,0.0,0.01,0.0,0.01,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,"[552, 99, 123, 155]",0.91,0.02,0.02,0.04,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,"[551, 130, 117, 146]",0.87,0.0,0.01,0.06,0.02,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,"[635, 88, 112, 147]",0.66,0.0,0.03,0.03,0.01,0.05,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,"[588, 112, 107, 143]",0.72,0.1,0.03,0.06,0.01,0.0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,"[616, 132, 124, 150]",0.87,0.04,0.02,0.02,0.02,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,"[194, 138, 100, 126]",0.18,0.0,0.12,0.01,0.55,0.0,0.14,"[1037, 150, 82, 103]",0.19,0.0,0.24,0.05,0.5,0.0,0.02,"[377, 93, 64, 81]",0.14,0.0,0.09,0.43,0.26,0.0,0.07,"[454, 173, 135, 170]",0.1,0.0,0.1,0.61,0.09,0.01,0.09,"[1161, 147, 95, 112]",0.23,0.0,0.09,0.01,0.58,0.0,0.09,"[754, 260, 131, 184]",0.15,0.0,0.33,0.03,0.39,0.01,0.08,"[779, 161, 73, 104]",0.23,0.0,0.07,0.04,0.49,0.0,0.18,"[168, 80, 55, 70]",0.27,0.0,0.15,0.09,0.43,0.02,0.04,"[704, 139, 74, 97]",0.13,0.0,0.05,0.22,0.57,0.01,0.02,"[893, 133, 64, 85]",0.16,0.0,0.17,0.04,0.51,0.0,0.12,"[197, 368, 154, 209]",0.35,0.0,0.06,0.27,0.16,0.0,0.16,"[639, 77, 50, 63]",0.16,0.0,0.12,0.11,0.55,0.0,0.05,"[470, 108, 46, 60]",0.09,0.0,0.08,0.36,0.38,0.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,
162,"[171, 144, 94, 120]",0.15,0.0,0.02,0.0,0.26,0.0,0.56,"[1174, 147, 97, 111]",0.15,0.0,0.03,0.01,0.48,0.0,0.32,"[768, 156, 75, 100]",0.17,0.0,0.05,0.01,0.25,0.0,0.53,"[1061, 145, 81, 103]",0.1,0.0,0.32,0.1,0.42,0.03,0.02,"[454, 171, 136, 177]",0.05,0.0,0.02,0.75,0.04,0.0,0.14,"[698, 142, 65, 82]",0.11,0.0,0.05,0.61,0.15,0.0,0.08,"[755, 260, 137, 178]",0.16,0.0,0.24,0.08,0.31,0.01,0.19,"[374, 92, 68, 86]",0.11,0.0,0.04,0.34,0.41,0.0,0.1,"[892, 127, 69, 88]",0.06,0.0,0.03,0.08,0.5,0.0,0.34,"[160, 78, 58, 68]",0.09,0.0,0.07,0.07,0.74,0.0,0.02,"[581, 362, 116, 122]",0.09,0.0,0.03,0.08,0.74,0.0,0.05,"[462, 105, 53, 69]",0.18,0.0,0.06,0.5,0.19,0.0,0.07,"[1087, 659, 36, 42]",0.07,0.0,0.01,0.82,0.08,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,
163,"[880, 243, 25, 30]",0.25,0.0,0.12,0.02,0.58,0.0,0.03,"[225, 234, 21, 28]",0.68,0.0,0.04,0.06,0.17,0.0,0.04,"[94, 233, 21, 25]",0.33,0.0,0.05,0.18,0.22,0.01,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,"[667, 93, 111, 145]",0.49,0.02,0.11,0.09,0.13,0.01,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,"[635, 116, 122, 150]",0.7,0.02,0.01,0.01,0.11,0.01,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,"[635, 75, 120, 157]",0.87,0.01,0.01,0.04,0.03,0.01,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,"[93, 263, 21, 26]",0.05,0.0,0.06,0.03,0.51,0.0,0.35,"[1071, 267, 23, 29]",0.16,0.0,0.43,0.0,0.38,0.0,0.02,"[10, 260, 22, 29]",0.4,0.0,0.02,0.09,0.24,0.0,0.25,"[952, 271, 22, 27]",0.24,0.0,0.15,0.06,0.42,0.0,0.13,"[1162, 280, 19, 23]",0.11,0.0,0.0,0.73,0.04,0.0,0.12,"[1247, 263, 22, 26]",0.29,0.0,0.04,0.04,0.5,0.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,"[1077, 272, 22, 27]",0.26,0.0,0.35,0.01,0.34,0.0,0.04,"[6, 261, 23, 28]",0.49,0.0,0.03,0.1,0.15,0.01,0.23,"[271, 272, 20, 27]",0.45,0.0,0.03,0.05,0.46,0.0,0.02,"[1168, 280, 21, 24]",0.12,0.0,0.01,0.76,0.08,0.0,0.04,"[1251, 263, 20, 27]",0.42,0.0,0.02,0.02,0.51,0.0,0.03,"[96, 273, 19, 23]",0.27,0.0,0.07,0.17,0.43,0.0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,"[609, 89, 125, 160]",0.91,0.02,0.03,0.0,0.03,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
