,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,box4,angry4,disgust4,fear4,happy4,sad4,surprise4,neutral4,box5,angry5,disgust5,fear5,happy5,sad5,surprise5,neutral5,box6,angry6,disgust6,fear6,happy6,sad6,surprise6,neutral6,box7,angry7,disgust7,fear7,happy7,sad7,surprise7,neutral7,box8,angry8,disgust8,fear8,happy8,sad8,surprise8,neutral8,box9,angry9,disgust9,fear9,happy9,sad9,surprise9,neutral9,box10,angry10,disgust10,fear10,happy10,sad10,surprise10,neutral10,box11,angry11,disgust11,fear11,happy11,sad11,surprise11,neutral11
98,"[459, 181, 64, 78]",0.26,0.0,0.02,0.55,0.02,0.09,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,"[145, 166, 66, 80]",0.35,0.0,0.07,0.01,0.24,0.0,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,"[243, 300, 51, 61]",0.37,0.0,0.12,0.08,0.34,0.07,0.02,"[474, 263, 22, 27]",0.14,0.0,0.11,0.05,0.62,0.04,0.04,"[551, 315, 28, 35]",0.59,0.0,0.03,0.03,0.3,0.0,0.04,"[261, 195, 29, 36]",0.22,0.0,0.15,0.08,0.45,0.02,0.08,"[459, 234, 16, 20]",0.32,0.01,0.1,0.18,0.33,0.04,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,"[4, 269, 25, 33]",0.39,0.0,0.14,0.23,0.15,0.05,0.04,"[99, 244, 26, 30]",0.32,0.0,0.1,0.18,0.33,0.01,0.05,"[484, 201, 25, 33]",0.6,0.0,0.12,0.11,0.06,0.11,0.01,"[472, 298, 52, 64]",0.38,0.0,0.16,0.05,0.36,0.05,0.02,"[506, 193, 28, 35]",0.43,0.0,0.03,0.2,0.28,0.01,0.05,"[591, 260, 23, 27]",0.21,0.0,0.06,0.16,0.49,0.02,0.06,"[160, 220, 19, 22]",0.29,0.0,0.09,0.18,0.37,0.01,0.05,"[94, 325, 36, 43]",0.45,0.01,0.22,0.09,0.15,0.03,0.05,"[230, 205, 16, 20]",0.37,0.0,0.08,0.13,0.41,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
102,"[241, 45, 72, 92]",0.01,0.0,0.56,0.0,0.1,0.31,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,"[212, 53, 76, 94]",0.04,0.0,0.4,0.02,0.2,0.24,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,"[223, 53, 79, 97]",0.07,0.0,0.08,0.08,0.29,0.01,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,"[217, 53, 79, 97]",0.05,0.0,0.18,0.03,0.33,0.01,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,"[214, 54, 76, 94]",0.03,0.0,0.55,0.02,0.21,0.04,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,"[274, 49, 77, 96]",0.04,0.0,0.36,0.02,0.25,0.02,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,"[289, 50, 77, 99]",0.04,0.0,0.26,0.02,0.27,0.03,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,"[288, 54, 74, 93]",0.07,0.0,0.29,0.02,0.22,0.09,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,"[283, 59, 69, 86]",0.1,0.0,0.58,0.0,0.2,0.01,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,"[281, 58, 71, 89]",0.07,0.0,0.42,0.01,0.19,0.08,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,"[278, 56, 73, 91]",0.02,0.0,0.46,0.02,0.13,0.14,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,"[277, 56, 75, 91]",0.03,0.0,0.22,0.06,0.17,0.04,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,"[275, 57, 75, 89]",0.05,0.0,0.23,0.02,0.18,0.02,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,"[263, 51, 73, 94]",0.02,0.0,0.06,0.07,0.14,0.01,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,"[270, 56, 73, 89]",0.01,0.0,0.09,0.12,0.06,0.02,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,"[276, 49, 75, 96]",0.02,0.0,0.04,0.16,0.04,0.01,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,"[279, 56, 75, 89]",0.03,0.0,0.16,0.13,0.22,0.03,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,"[284, 55, 69, 86]",0.07,0.0,0.26,0.04,0.36,0.0,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,"[278, 53, 78, 94]",0.06,0.0,0.15,0.14,0.31,0.01,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,"[273, 50, 73, 92]",0.03,0.0,0.28,0.03,0.28,0.06,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,"[280, 53, 75, 94]",0.03,0.0,0.17,0.12,0.2,0.07,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,"[276, 54, 76, 92]",0.04,0.0,0.14,0.07,0.17,0.03,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,"[277, 55, 75, 91]",0.05,0.0,0.32,0.07,0.17,0.08,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,"[298, 48, 65, 89]",0.21,0.0,0.32,0.01,0.26,0.1,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,"[283, 50, 76, 93]",0.02,0.0,0.39,0.0,0.03,0.55,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,"[298, 52, 71, 87]",0.07,0.0,0.33,0.09,0.27,0.01,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,"[300, 38, 75, 92]",0.05,0.0,0.5,0.0,0.36,0.01,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,"[295, 79, 85, 103]",0.03,0.0,0.14,0.03,0.09,0.61,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,"[235, 84, 75, 98]",0.01,0.0,0.19,0.0,0.02,0.76,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,"[240, 77, 78, 101]",0.11,0.0,0.13,0.07,0.24,0.02,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,"[254, 66, 83, 109]",0.07,0.0,0.63,0.0,0.18,0.07,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,"[290, 42, 75, 92]",0.16,0.0,0.41,0.08,0.21,0.03,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,"[224, 53, 58, 72]",0.41,0.01,0.15,0.01,0.16,0.1,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,"[249, 55, 55, 75]",0.06,0.0,0.18,0.08,0.24,0.15,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,"[257, 50, 59, 66]",0.09,0.0,0.61,0.0,0.17,0.1,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,"[313, 101, 62, 76]",0.33,0.0,0.13,0.01,0.36,0.01,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,"[271, 84, 81, 99]",0.1,0.0,0.32,0.07,0.23,0.01,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,"[277, 81, 73, 101]",0.21,0.0,0.24,0.01,0.22,0.17,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,"[275, 76, 82, 104]",0.18,0.0,0.2,0.01,0.25,0.0,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,"[281, 72, 82, 102]",0.21,0.0,0.07,0.04,0.31,0.0,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,"[285, 79, 83, 101]",0.06,0.0,0.1,0.12,0.57,0.01,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,"[278, 79, 82, 101]",0.12,0.0,0.11,0.12,0.23,0.0,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,"[262, 77, 85, 113]",0.18,0.0,0.07,0.1,0.34,0.01,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,"[264, 80, 81, 108]",0.16,0.0,0.07,0.02,0.22,0.02,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,"[93, 274, 26, 32]",0.45,0.0,0.02,0.11,0.11,0.0,0.31,"[230, 241, 19, 24]",0.21,0.0,0.14,0.04,0.45,0.12,0.05,"[560, 267, 22, 29]",0.28,0.0,0.04,0.03,0.49,0.04,0.12,"[157, 231, 19, 25]",0.23,0.0,0.03,0.1,0.5,0.02,0.12,"[165, 208, 21, 23]",0.5,0.0,0.05,0.05,0.26,0.0,0.12,"[391, 254, 20, 25]",0.78,0.0,0.02,0.05,0.13,0.0,0.01,"[15, 226, 22, 27]",0.13,0.0,0.08,0.06,0.51,0.19,0.04,"[271, 264, 24, 29]",0.35,0.0,0.04,0.3,0.25,0.01,0.05,"[480, 260, 24, 28]",0.12,0.0,0.07,0.05,0.69,0.01,0.06,"[563, 237, 19, 24]",0.22,0.0,0.16,0.04,0.44,0.08,0.06,"[432, 193, 13, 16]",0.25,0.0,0.06,0.08,0.59,0.01,0.01,"[446, 265, 28, 36]",0.29,0.0,0.13,0.05,0.44,0.02,0.07
147,"[24, 272, 25, 30]",0.22,0.0,0.03,0.18,0.45,0.03,0.09,"[316, 271, 20, 26]",0.4,0.0,0.04,0.01,0.45,0.01,0.09,"[205, 273, 25, 32]",0.24,0.0,0.11,0.01,0.6,0.01,0.03,"[433, 276, 22, 26]",0.29,0.0,0.08,0.07,0.48,0.04,0.05,"[507, 283, 22, 25]",0.16,0.0,0.05,0.02,0.72,0.02,0.03,"[402, 258, 21, 24]",0.13,0.0,0.06,0.03,0.76,0.01,0.01,"[169, 220, 15, 19]",0.53,0.01,0.08,0.03,0.33,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,"[277, 75, 80, 102]",0.41,0.01,0.27,0.02,0.26,0.02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,"[249, 75, 80, 102]",0.07,0.0,0.06,0.02,0.2,0.02,0.62,"[111, 291, 32, 37]",0.04,0.0,0.27,0.03,0.44,0.02,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,"[232, 83, 75, 99]",0.16,0.0,0.14,0.0,0.19,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,"[405, 78, 80, 102]",0.48,0.0,0.05,0.01,0.33,0.0,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,"[284, 75, 80, 95]",0.39,0.0,0.04,0.0,0.36,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,"[267, 70, 80, 99]",0.47,0.0,0.21,0.0,0.23,0.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,"[261, 78, 79, 96]",0.22,0.0,0.07,0.01,0.59,0.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,"[375, 77, 71, 93]",0.36,0.0,0.07,0.0,0.39,0.0,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,"[306, 79, 82, 101]",0.15,0.0,0.26,0.01,0.36,0.02,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,"[266, 84, 76, 92]",0.13,0.0,0.09,0.01,0.22,0.0,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,"[284, 81, 83, 109]",0.71,0.0,0.04,0.04,0.15,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,"[329, 80, 70, 109]",0.5,0.0,0.14,0.0,0.27,0.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,"[0, 297, 45, 67]",0.11,0.0,0.05,0.16,0.32,0.0,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,"[314, 103, 79, 98]",0.1,0.0,0.16,0.01,0.33,0.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,"[268, 102, 75, 94]",0.13,0.0,0.03,0.02,0.12,0.0,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,"[267, 96, 78, 103]",0.36,0.0,0.29,0.1,0.09,0.04,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,"[245, 105, 78, 101]",0.17,0.0,0.11,0.12,0.44,0.0,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,"[258, 97, 81, 108]",0.07,0.0,0.1,0.58,0.08,0.0,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,"[267, 100, 78, 98]",0.43,0.0,0.09,0.04,0.13,0.01,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,"[268, 105, 75, 91]",0.14,0.0,0.03,0.22,0.11,0.0,0.5,"[160, 212, 32, 35]",0.15,0.0,0.09,0.16,0.48,0.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,"[285, 102, 74, 93]",0.54,0.01,0.05,0.04,0.13,0.0,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,"[291, 107, 71, 92]",0.09,0.0,0.14,0.0,0.48,0.0,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,"[329, 93, 69, 107]",0.33,0.0,0.12,0.01,0.37,0.01,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,"[313, 101, 70, 105]",0.16,0.0,0.08,0.0,0.56,0.02,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,"[321, 92, 80, 102]",0.37,0.0,0.34,0.0,0.22,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,"[247, 97, 80, 95]",0.27,0.0,0.07,0.01,0.43,0.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,"[241, 98, 81, 98]",0.28,0.0,0.07,0.0,0.47,0.0,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,"[246, 93, 76, 92]",0.28,0.0,0.27,0.0,0.38,0.0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,"[251, 90, 83, 104]",0.11,0.0,0.14,0.03,0.34,0.03,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,"[275, 100, 70, 91]",0.06,0.0,0.18,0.0,0.44,0.0,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,"[271, 90, 76, 96]",0.38,0.0,0.26,0.0,0.19,0.05,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,"[290, 93, 79, 96]",0.17,0.0,0.14,0.0,0.49,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,"[263, 98, 77, 93]",0.46,0.0,0.05,0.01,0.28,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,"[294, 264, 18, 23]",0.39,0.0,0.03,0.04,0.42,0.0,0.11,"[455, 270, 23, 29]",0.13,0.0,0.15,0.38,0.29,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,"[372, 273, 23, 29]",0.39,0.0,0.33,0.07,0.19,0.0,0.01,"[207, 273, 20, 25]",0.36,0.0,0.03,0.01,0.51,0.0,0.07,"[316, 228, 15, 20]",0.26,0.06,0.11,0.11,0.41,0.02,0.03,"[193, 234, 15, 19]",0.31,0.0,0.04,0.04,0.37,0.02,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,"[265, 272, 23, 30]",0.17,0.0,0.27,0.09,0.43,0.01,0.03,"[596, 297, 22, 27]",0.38,0.0,0.14,0.07,0.32,0.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,"[143, 277, 23, 29]",0.25,0.0,0.29,0.14,0.29,0.01,0.01,"[25, 246, 18, 24]",0.36,0.0,0.08,0.38,0.15,0.01,0.02,"[292, 251, 36, 43]",0.33,0.0,0.04,0.39,0.18,0.01,0.06,"[81, 235, 15, 19]",0.52,0.03,0.06,0.05,0.3,0.01,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,"[484, 272, 18, 23]",0.06,0.0,0.03,0.84,0.04,0.0,0.03,"[521, 225, 14, 17]",0.56,0.0,0.07,0.05,0.26,0.01,0.05,"[161, 261, 35, 45]",0.65,0.0,0.07,0.02,0.23,0.0,0.04,"[4, 287, 24, 31]",0.29,0.0,0.22,0.14,0.34,0.01,0.01,"[508, 242, 14, 18]",0.06,0.0,0.06,0.32,0.52,0.02,0.04,"[565, 250, 15, 20]",0.04,0.0,0.09,0.03,0.73,0.01,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,"[524, 283, 22, 27]",0.29,0.0,0.06,0.16,0.44,0.0,0.04,"[347, 271, 18, 23]",0.24,0.0,0.05,0.31,0.27,0.0,0.13,"[589, 271, 20, 25]",0.6,0.0,0.07,0.01,0.3,0.0,0.02,"[476, 253, 13, 16]",0.19,0.0,0.07,0.02,0.67,0.0,0.04,"[16, 267, 39, 48]",0.25,0.0,0.02,0.57,0.08,0.0,0.09,"[383, 225, 13, 16]",0.34,0.0,0.13,0.11,0.34,0.0,0.08,"[371, 242, 14, 18]",0.02,0.0,0.01,0.48,0.42,0.0,0.07,"[426, 250, 14, 16]",0.14,0.0,0.11,0.04,0.65,0.02,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
