,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,box4,angry4,disgust4,fear4,happy4,sad4,surprise4,neutral4,box5,angry5,disgust5,fear5,happy5,sad5,surprise5,neutral5,box6,angry6,disgust6,fear6,happy6,sad6,surprise6,neutral6,box7,angry7,disgust7,fear7,happy7,sad7,surprise7,neutral7,box8,angry8,disgust8,fear8,happy8,sad8,surprise8,neutral8,box9,angry9,disgust9,fear9,happy9,sad9,surprise9,neutral9,box10,angry10,disgust10,fear10,happy10,sad10,surprise10,neutral10,box11,angry11,disgust11,fear11,happy11,sad11,surprise11,neutral11,box12,angry12,disgust12,fear12,happy12,sad12,surprise12,neutral12,box13,angry13,disgust13,fear13,happy13,sad13,surprise13,neutral13,box14,angry14,disgust14,fear14,happy14,sad14,surprise14,neutral14,box15,angry15,disgust15,fear15,happy15,sad15,surprise15,neutral15,box16,angry16,disgust16,fear16,happy16,sad16,surprise16,neutral16,box17,angry17,disgust17,fear17,happy17,sad17,surprise17,neutral17,box18,angry18,disgust18,fear18,happy18,sad18,surprise18,neutral18
0,"[160, 429, 45, 58]",0.05,0.0,0.02,0.03,0.09,0.01,0.8,"[207, 300, 31, 38]",0.1,0.02,0.11,0.14,0.56,0.01,0.07,"[475, 153, 28, 40]",0.41,0.0,0.01,0.0,0.41,0.0,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"[459, 162, 29, 41]",0.57,0.0,0.08,0.02,0.25,0.06,0.03,"[210, 293, 30, 39]",0.07,0.0,0.18,0.12,0.39,0.01,0.24,"[157, 436, 41, 49]",0.18,0.01,0.02,0.33,0.17,0.03,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"[214, 290, 29, 42]",0.14,0.0,0.1,0.32,0.19,0.09,0.16,"[154, 422, 43, 58]",0.08,0.0,0.13,0.48,0.1,0.06,0.16,"[1038, 188, 46, 63]",0.25,0.0,0.03,0.1,0.24,0.0,0.38,"[480, 151, 29, 42]",0.24,0.0,0.01,0.09,0.45,0.02,0.19,"[823, 229, 27, 29]",0.23,0.0,0.02,0.06,0.39,0.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,"[170, 424, 45, 57]",0.07,0.0,0.07,0.48,0.04,0.03,0.3,"[476, 154, 29, 41]",0.6,0.0,0.01,0.02,0.34,0.0,0.02,"[222, 291, 29, 40]",0.11,0.0,0.03,0.45,0.09,0.01,0.3,"[1040, 189, 47, 66]",0.25,0.0,0.06,0.16,0.23,0.1,0.21,"[939, 244, 27, 35]",0.17,0.0,0.17,0.07,0.4,0.02,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,"[214, 300, 29, 37]",0.23,0.02,0.07,0.27,0.12,0.06,0.23,"[159, 428, 45, 57]",0.1,0.0,0.04,0.25,0.05,0.13,0.43,"[1041, 190, 44, 60]",0.11,0.0,0.02,0.09,0.23,0.01,0.54,"[935, 239, 25, 33]",0.37,0.0,0.09,0.05,0.17,0.09,0.23,"[478, 152, 27, 39]",0.13,0.0,0.02,0.11,0.3,0.0,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"[160, 433, 45, 56]",0.01,0.0,0.04,0.72,0.03,0.01,0.2,"[214, 292, 31, 40]",0.02,0.0,0.02,0.53,0.07,0.04,0.3,"[474, 153, 29, 42]",0.5,0.0,0.02,0.07,0.27,0.0,0.13,"[1038, 189, 47, 62]",0.15,0.0,0.07,0.08,0.21,0.03,0.47,"[938, 234, 29, 41]",0.19,0.0,0.05,0.01,0.53,0.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"[165, 428, 45, 56]",0.0,0.0,0.01,0.8,0.01,0.01,0.18,"[223, 293, 29, 40]",0.09,0.0,0.05,0.14,0.34,0.01,0.37,"[471, 152, 29, 40]",0.33,0.0,0.01,0.04,0.37,0.0,0.25,"[1047, 187, 42, 55]",0.28,0.0,0.04,0.01,0.37,0.0,0.29,"[933, 240, 26, 34]",0.36,0.0,0.04,0.01,0.44,0.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"[471, 154, 29, 41]",0.36,0.0,0.01,0.04,0.49,0.0,0.1,"[164, 429, 45, 60]",0.08,0.0,0.01,0.75,0.01,0.08,0.08,"[224, 292, 29, 40]",0.02,0.0,0.03,0.6,0.12,0.01,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"[477, 153, 28, 40]",0.2,0.0,0.01,0.01,0.62,0.0,0.15,"[158, 436, 44, 57]",0.19,0.0,0.07,0.48,0.07,0.03,0.15,"[223, 295, 29, 39]",0.03,0.0,0.06,0.5,0.08,0.02,0.32,"[933, 242, 25, 33]",0.16,0.0,0.04,0.01,0.63,0.0,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"[225, 290, 28, 41]",0.07,0.0,0.05,0.16,0.1,0.0,0.62,"[157, 443, 44, 60]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,"[474, 151, 28, 40]",0.42,0.0,0.01,0.02,0.31,0.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"[166, 421, 46, 62]",0.18,0.0,0.22,0.05,0.1,0.12,0.33,"[474, 154, 27, 38]",0.21,0.01,0.02,0.01,0.69,0.0,0.06,"[222, 296, 25, 38]",0.41,0.01,0.11,0.04,0.4,0.03,0.01,"[1045, 185, 45, 67]",0.19,0.0,0.14,0.04,0.26,0.02,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,"[169, 432, 46, 60]",0.11,0.0,0.11,0.01,0.23,0.01,0.53,"[224, 292, 30, 42]",0.09,0.0,0.03,0.52,0.18,0.07,0.1,"[1056, 187, 45, 60]",0.16,0.0,0.04,0.01,0.18,0.02,0.6,"[474, 161, 27, 37]",0.46,0.0,0.03,0.12,0.26,0.0,0.11,"[938, 240, 28, 35]",0.04,0.0,0.01,0.72,0.12,0.0,0.1,"[886, 254, 46, 50]",0.06,0.02,0.1,0.09,0.6,0.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"[177, 427, 45, 61]",0.01,0.0,0.01,0.0,0.0,0.96,0.01,"[476, 155, 28, 39]",0.3,0.0,0.02,0.23,0.37,0.0,0.08,"[223, 290, 30, 41]",0.12,0.0,0.03,0.36,0.28,0.03,0.19,"[939, 238, 25, 33]",0.29,0.0,0.05,0.25,0.28,0.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"[175, 433, 44, 58]",0.08,0.0,0.03,0.39,0.1,0.0,0.4,"[223, 289, 30, 41]",0.05,0.0,0.01,0.55,0.13,0.01,0.26,"[475, 148, 27, 40]",0.04,0.0,0.03,0.4,0.2,0.01,0.32,"[942, 231, 30, 42]",0.26,0.0,0.08,0.13,0.39,0.0,0.14,"[1051, 185, 37, 54]",0.19,0.0,0.07,0.05,0.31,0.0,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"[153, 424, 46, 59]",0.08,0.0,0.1,0.04,0.16,0.11,0.52,"[487, 129, 131, 187]",0.15,0.0,0.11,0.25,0.11,0.36,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"[497, 141, 135, 182]",0.03,0.0,0.02,0.54,0.01,0.38,0.01,"[139, 428, 47, 60]",0.5,0.0,0.1,0.03,0.13,0.02,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"[483, 144, 132, 184]",0.01,0.0,0.0,0.97,0.0,0.0,0.01,"[128, 438, 45, 61]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,"[471, 169, 134, 177]",0.02,0.0,0.01,0.7,0.0,0.26,0.0,"[185, 431, 44, 55]",0.08,0.0,0.11,0.08,0.32,0.01,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,"[482, 147, 130, 184]",0.01,0.0,0.05,0.16,0.0,0.77,0.01,"[172, 446, 44, 58]",0.4,0.0,0.13,0.1,0.15,0.03,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"[160, 440, 44, 57]",0.01,0.0,0.0,0.95,0.0,0.0,0.03,"[474, 142, 136, 185]",0.02,0.0,0.01,0.63,0.0,0.32,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"[478, 140, 136, 185]",0.01,0.0,0.02,0.56,0.01,0.26,0.14,"[168, 425, 43, 54]",0.53,0.0,0.13,0.22,0.04,0.03,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,"[484, 134, 128, 183]",0.09,0.0,0.04,0.56,0.05,0.04,0.22,"[151, 426, 45, 58]",0.02,0.0,0.01,0.76,0.03,0.0,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"[465, 131, 133, 184]",0.0,0.0,0.01,0.01,0.0,0.98,0.01,"[136, 425, 47, 55]",0.06,0.0,0.02,0.03,0.09,0.01,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,"[487, 147, 132, 185]",0.33,0.0,0.21,0.06,0.17,0.15,0.08,"[154, 423, 42, 48]",0.24,0.0,0.05,0.11,0.2,0.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"[492, 156, 123, 171]",0.0,0.0,0.01,0.82,0.0,0.08,0.08,"[159, 423, 45, 57]",0.11,0.0,0.4,0.02,0.14,0.06,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,"[484, 156, 135, 182]",0.0,0.0,0.0,0.95,0.0,0.05,0.0,"[160, 423, 45, 56]",0.14,0.0,0.04,0.14,0.04,0.1,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,"[495, 140, 135, 181]",0.04,0.0,0.06,0.25,0.04,0.03,0.58,"[125, 427, 45, 61]",0.01,0.0,0.0,0.85,0.0,0.12,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"[161, 421, 46, 56]",0.01,0.0,0.0,0.84,0.01,0.0,0.14,"[486, 135, 127, 190]",0.02,0.0,0.12,0.07,0.01,0.76,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,"[178, 425, 45, 55]",0.03,0.0,0.02,0.47,0.02,0.01,0.45,"[489, 149, 131, 183]",0.01,0.0,0.02,0.87,0.01,0.05,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,"[478, 145, 138, 186]",0.01,0.0,0.04,0.26,0.0,0.68,0.01,"[164, 422, 40, 49]",0.11,0.0,0.04,0.48,0.04,0.01,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,"[490, 133, 139, 187]",0.01,0.0,0.02,0.9,0.01,0.03,0.04,"[157, 436, 44, 56]",0.03,0.0,0.01,0.62,0.02,0.01,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,"[491, 139, 133, 180]",0.07,0.0,0.07,0.08,0.7,0.01,0.07,"[142, 424, 47, 62]",0.01,0.0,0.02,0.85,0.01,0.09,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,"[485, 130, 132, 186]",0.1,0.0,0.15,0.54,0.1,0.08,0.04,"[142, 429, 44, 60]",0.05,0.0,0.02,0.11,0.06,0.0,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,"[490, 141, 132, 182]",0.04,0.0,0.03,0.87,0.03,0.01,0.01,"[152, 418, 45, 53]",0.11,0.0,0.03,0.37,0.03,0.06,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,"[488, 138, 134, 175]",0.06,0.0,0.06,0.71,0.09,0.02,0.05,"[160, 422, 44, 60]",0.0,0.0,0.0,0.98,0.0,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,"[505, 133, 135, 181]",0.01,0.0,0.02,0.7,0.0,0.21,0.06,"[153, 440, 44, 58]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,"[180, 436, 44, 56]",0.2,0.12,0.07,0.03,0.23,0.02,0.33,"[489, 124, 127, 179]",0.03,0.0,0.07,0.15,0.03,0.12,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,"[474, 129, 129, 178]",0.02,0.0,0.06,0.22,0.02,0.23,0.47,"[170, 426, 47, 61]",0.01,0.0,0.02,0.47,0.01,0.33,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,"[152, 425, 46, 59]",0.23,0.0,0.15,0.2,0.06,0.03,0.33,"[473, 126, 133, 177]",0.04,0.0,0.04,0.48,0.02,0.32,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,"[493, 150, 137, 182]",0.05,0.0,0.08,0.51,0.01,0.24,0.1,"[150, 419, 45, 57]",0.11,0.0,0.02,0.49,0.01,0.02,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,"[485, 147, 135, 181]",0.26,0.0,0.15,0.25,0.17,0.04,0.14,"[153, 430, 44, 58]",0.27,0.0,0.02,0.0,0.04,0.01,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,"[492, 138, 137, 182]",0.03,0.0,0.03,0.23,0.06,0.01,0.65,"[157, 439, 47, 63]",0.21,0.07,0.15,0.02,0.07,0.38,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,"[480, 149, 135, 185]",0.18,0.0,0.12,0.34,0.04,0.04,0.29,"[156, 437, 43, 55]",0.25,0.0,0.04,0.02,0.37,0.01,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"[160, 424, 44, 54]",0.35,0.0,0.02,0.05,0.05,0.0,0.52,"[479, 154, 134, 188]",0.14,0.0,0.37,0.03,0.22,0.08,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,"[478, 155, 135, 186]",0.39,0.01,0.23,0.1,0.08,0.14,0.05,"[166, 428, 43, 54]",0.36,0.01,0.05,0.07,0.31,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,"[481, 157, 139, 194]",0.02,0.0,0.01,0.64,0.01,0.33,0.0,"[158, 430, 44, 54]",0.09,0.0,0.16,0.13,0.37,0.0,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,"[488, 130, 137, 178]",0.03,0.0,0.02,0.13,0.03,0.0,0.79,"[162, 421, 50, 64]",0.04,0.02,0.01,0.05,0.04,0.0,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,"[483, 134, 134, 190]",0.03,0.0,0.02,0.2,0.07,0.17,0.5,"[165, 460, 44, 55]",0.38,0.0,0.05,0.16,0.21,0.03,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,"[471, 130, 137, 180]",0.09,0.0,0.05,0.2,0.11,0.34,0.2,"[163, 420, 45, 56]",0.08,0.0,0.13,0.49,0.07,0.08,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,"[165, 419, 46, 54]",0.2,0.0,0.11,0.28,0.08,0.02,0.31,"[486, 140, 142, 193]",0.03,0.0,0.14,0.71,0.01,0.1,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,"[155, 425, 44, 57]",0.13,0.0,0.07,0.08,0.25,0.0,0.47,"[476, 146, 136, 183]",0.11,0.0,0.04,0.69,0.14,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,"[500, 159, 137, 182]",0.03,0.0,0.03,0.64,0.05,0.01,0.24,"[158, 424, 44, 55]",0.14,0.0,0.13,0.07,0.22,0.0,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,"[142, 433, 46, 53]",0.13,0.0,0.02,0.02,0.21,0.0,0.62,"[499, 137, 131, 182]",0.02,0.0,0.05,0.34,0.04,0.45,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,"[485, 149, 136, 187]",0.0,0.0,0.0,0.93,0.0,0.06,0.0,"[146, 422, 49, 63]",0.05,0.0,0.21,0.04,0.02,0.6,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,"[481, 147, 137, 179]",0.01,0.0,0.01,0.01,0.0,0.97,0.01,"[173, 416, 41, 54]",0.2,0.0,0.14,0.29,0.06,0.25,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
