,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,box4,angry4,disgust4,fear4,happy4,sad4,surprise4,neutral4,box5,angry5,disgust5,fear5,happy5,sad5,surprise5,neutral5,box6,angry6,disgust6,fear6,happy6,sad6,surprise6,neutral6,box7,angry7,disgust7,fear7,happy7,sad7,surprise7,neutral7,box8,angry8,disgust8,fear8,happy8,sad8,surprise8,neutral8,box9,angry9,disgust9,fear9,happy9,sad9,surprise9,neutral9,box10,angry10,disgust10,fear10,happy10,sad10,surprise10,neutral10,box11,angry11,disgust11,fear11,happy11,sad11,surprise11,neutral11,box12,angry12,disgust12,fear12,happy12,sad12,surprise12,neutral12,box13,angry13,disgust13,fear13,happy13,sad13,surprise13,neutral13
84,"[565, 118, 150, 196]",0.15,0.0,0.05,0.0,0.38,0.01,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,"[555, 117, 147, 190]",0.12,0.0,0.08,0.0,0.29,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,"[499, 83, 143, 202]",0.29,0.0,0.04,0.01,0.4,0.04,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,"[528, 112, 139, 183]",0.3,0.0,0.02,0.0,0.28,0.02,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,"[496, 131, 144, 195]",0.62,0.01,0.09,0.01,0.21,0.01,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,"[528, 83, 145, 192]",0.27,0.0,0.05,0.0,0.44,0.01,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,"[490, 81, 149, 199]",0.37,0.0,0.07,0.0,0.18,0.01,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,"[530, 76, 143, 189]",0.13,0.0,0.09,0.0,0.63,0.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,"[507, 81, 155, 209]",0.34,0.0,0.02,0.02,0.16,0.03,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,"[529, 84, 149, 191]",0.55,0.02,0.06,0.0,0.17,0.02,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,"[494, 80, 145, 205]",0.11,0.0,0.02,0.0,0.16,0.12,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,"[1251, 268, 14, 18]",0.08,0.0,0.03,0.75,0.1,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,"[1145, 436, 23, 29]",0.26,0.0,0.05,0.22,0.37,0.0,0.1,"[1034, 372, 20, 28]",0.41,0.0,0.07,0.09,0.4,0.0,0.03,"[1206, 288, 15, 18]",0.07,0.0,0.22,0.0,0.68,0.01,0.02,"[735, 339, 15, 20]",0.05,0.0,0.03,0.19,0.55,0.0,0.18,"[522, 255, 14, 18]",0.03,0.0,0.46,0.02,0.42,0.0,0.06,"[739, 296, 16, 22]",0.12,0.0,0.05,0.46,0.32,0.0,0.05,"[399, 286, 14, 18]",0.14,0.0,0.04,0.03,0.68,0.0,0.12,"[699, 437, 22, 30]",0.19,0.0,0.2,0.16,0.32,0.1,0.04,"[687, 327, 17, 22]",0.5,0.0,0.14,0.01,0.28,0.01,0.06,"[389, 338, 15, 20]",0.07,0.0,0.12,0.05,0.72,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,"[558, 87, 153, 199]",0.34,0.0,0.19,0.0,0.31,0.09,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,"[493, 90, 150, 191]",0.19,0.0,0.27,0.0,0.35,0.01,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,"[635, 90, 140, 200]",0.3,0.0,0.08,0.01,0.24,0.03,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,"[593, 107, 148, 205]",0.54,0.0,0.02,0.0,0.1,0.22,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,"[484, 96, 151, 208]",0.31,0.01,0.08,0.02,0.25,0.03,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,"[1035, 372, 22, 30]",0.33,0.0,0.18,0.27,0.14,0.01,0.07,"[297, 360, 18, 24]",0.22,0.0,0.15,0.06,0.44,0.04,0.08,"[519, 253, 18, 19]",0.1,0.0,0.06,0.02,0.63,0.0,0.19,"[1236, 331, 18, 24]",0.42,0.0,0.04,0.04,0.43,0.0,0.07,"[644, 279, 16, 20]",0.21,0.0,0.04,0.13,0.52,0.0,0.09,"[1208, 289, 15, 18]",0.24,0.0,0.24,0.05,0.45,0.01,0.01,"[851, 491, 25, 34]",0.32,0.0,0.07,0.11,0.33,0.12,0.04,"[948, 404, 20, 25]",0.28,0.0,0.07,0.32,0.3,0.02,0.01,"[573, 369, 17, 21]",0.04,0.0,0.1,0.06,0.76,0.0,0.04,"[390, 339, 14, 20]",0.36,0.0,0.05,0.24,0.29,0.01,0.05,"[1006, 480, 26, 33]",0.11,0.0,0.12,0.08,0.5,0.01,0.18,"[15, 276, 12, 18]",0.18,0.0,0.07,0.18,0.47,0.05,0.05,"[1138, 442, 21, 26]",0.43,0.0,0.17,0.11,0.19,0.02,0.08,,,,,,,,
103,"[64, 541, 62, 83]",0.35,0.01,0.05,0.08,0.36,0.03,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,"[553, 114, 151, 184]",0.18,0.01,0.53,0.0,0.13,0.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,"[538, 115, 151, 196]",0.19,0.0,0.02,0.0,0.32,0.0,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,"[584, 144, 140, 194]",0.22,0.0,0.02,0.0,0.44,0.01,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,"[464, 67, 142, 186]",0.32,0.0,0.08,0.0,0.52,0.0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,"[565, 87, 149, 188]",0.65,0.0,0.04,0.0,0.24,0.01,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,"[552, 85, 156, 200]",0.05,0.0,0.01,0.0,0.14,0.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,"[594, 78, 147, 192]",0.24,0.0,0.02,0.0,0.44,0.01,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,"[553, 77, 152, 192]",0.09,0.0,0.04,0.0,0.49,0.01,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,"[562, 86, 143, 188]",0.39,0.0,0.03,0.0,0.45,0.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,"[448, 97, 144, 191]",0.29,0.0,0.01,0.01,0.25,0.0,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,"[541, 105, 139, 186]",0.27,0.0,0.02,0.0,0.22,0.01,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,"[642, 123, 144, 188]",0.28,0.0,0.03,0.0,0.29,0.02,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,"[410, 104, 151, 200]",0.17,0.0,0.02,0.05,0.1,0.0,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,"[645, 140, 145, 192]",0.89,0.0,0.03,0.0,0.06,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,"[549, 95, 146, 195]",0.04,0.0,0.18,0.01,0.43,0.0,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,"[473, 102, 143, 192]",0.47,0.0,0.06,0.0,0.39,0.01,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,"[441, 90, 139, 194]",0.19,0.0,0.02,0.01,0.1,0.35,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,"[598, 137, 137, 183]",0.46,0.0,0.02,0.01,0.16,0.01,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,"[506, 81, 141, 194]",0.47,0.0,0.06,0.01,0.26,0.01,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,"[464, 92, 143, 189]",0.49,0.0,0.04,0.0,0.22,0.0,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,"[614, 311, 12, 14]",0.07,0.0,0.11,0.39,0.37,0.02,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,"[1038, 287, 15, 20]",0.4,0.0,0.17,0.02,0.35,0.03,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,"[524, 87, 146, 200]",0.34,0.0,0.03,0.02,0.29,0.02,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,"[496, 91, 150, 204]",0.37,0.0,0.12,0.01,0.32,0.04,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,"[1141, 443, 22, 27]",0.65,0.0,0.09,0.12,0.1,0.0,0.03,"[641, 281, 16, 20]",0.16,0.0,0.1,0.17,0.42,0.02,0.13,"[519, 227, 14, 17]",0.22,0.0,0.04,0.06,0.55,0.0,0.13,"[1207, 287, 13, 17]",0.13,0.0,0.1,0.05,0.7,0.01,0.02,"[1025, 370, 20, 22]",0.14,0.0,0.02,0.12,0.39,0.03,0.3,"[1204, 446, 24, 29]",0.35,0.0,0.21,0.12,0.22,0.08,0.03,"[1144, 343, 19, 23]",0.21,0.0,0.06,0.11,0.4,0.02,0.21,"[1011, 458, 33, 42]",0.26,0.0,0.01,0.01,0.6,0.0,0.11,"[1066, 431, 17, 23]",0.11,0.0,0.15,0.01,0.65,0.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,"[1146, 437, 23, 30]",0.74,0.0,0.02,0.05,0.12,0.01,0.06,"[520, 256, 16, 20]",0.42,0.0,0.08,0.06,0.38,0.0,0.06,"[1091, 347, 15, 20]",0.04,0.0,0.04,0.12,0.75,0.0,0.04,"[393, 335, 13, 20]",0.06,0.0,0.06,0.05,0.82,0.0,0.02,"[285, 359, 18, 25]",0.23,0.0,0.09,0.05,0.6,0.02,0.01,"[1208, 288, 14, 18]",0.08,0.0,0.15,0.02,0.72,0.01,0.02,"[1065, 431, 19, 23]",0.26,0.0,0.32,0.01,0.29,0.0,0.12,"[1081, 256, 34, 43]",0.34,0.0,0.02,0.2,0.28,0.01,0.15,"[400, 286, 14, 18]",0.21,0.0,0.2,0.02,0.55,0.0,0.01,"[84, 267, 22, 24]",0.16,0.03,0.07,0.03,0.51,0.02,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,"[537, 84, 142, 188]",0.54,0.0,0.07,0.0,0.27,0.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,"[542, 96, 140, 179]",0.25,0.0,0.06,0.0,0.35,0.01,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,"[596, 103, 146, 196]",0.48,0.0,0.05,0.0,0.13,0.0,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,"[582, 119, 145, 189]",0.31,0.0,0.03,0.0,0.35,0.01,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,"[558, 111, 140, 198]",0.82,0.0,0.07,0.01,0.06,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,"[543, 77, 142, 186]",0.44,0.0,0.04,0.0,0.35,0.02,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,"[563, 88, 148, 199]",0.39,0.0,0.14,0.01,0.27,0.02,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,"[573, 106, 150, 202]",0.18,0.0,0.01,0.0,0.28,0.02,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,"[605, 122, 145, 190]",0.14,0.0,0.02,0.01,0.18,0.06,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,"[588, 120, 140, 194]",0.17,0.0,0.02,0.01,0.11,0.04,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,"[440, 98, 140, 186]",0.41,0.0,0.07,0.0,0.47,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,"[258, 532, 31, 46]",0.2,0.0,0.03,0.02,0.68,0.0,0.06,"[314, 386, 18, 23]",0.3,0.0,0.06,0.07,0.49,0.04,0.04,"[663, 367, 18, 25]",0.31,0.0,0.1,0.11,0.35,0.1,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,"[548, 85, 143, 187]",0.6,0.0,0.19,0.0,0.17,0.01,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,"[566, 105, 140, 185]",0.32,0.0,0.06,0.0,0.46,0.01,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,"[571, 107, 144, 196]",0.88,0.01,0.02,0.0,0.08,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,"[419, 100, 149, 205]",0.38,0.0,0.02,0.03,0.09,0.2,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,"[544, 125, 142, 187]",0.5,0.0,0.03,0.0,0.1,0.01,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,"[558, 109, 137, 193]",0.46,0.0,0.02,0.01,0.23,0.11,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,"[557, 119, 143, 196]",0.13,0.0,0.02,0.0,0.24,0.14,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,"[1028, 370, 18, 23]",0.03,0.0,0.02,0.34,0.56,0.01,0.05,"[656, 209, 36, 48]",0.35,0.0,0.03,0.26,0.23,0.01,0.13,"[1138, 441, 22, 25]",0.65,0.0,0.04,0.03,0.19,0.0,0.09,"[646, 280, 15, 19]",0.45,0.0,0.14,0.22,0.05,0.02,0.13,"[432, 339, 15, 19]",0.31,0.0,0.15,0.18,0.25,0.05,0.06,"[1208, 289, 14, 17]",0.3,0.0,0.16,0.02,0.47,0.01,0.04,"[1248, 298, 19, 22]",0.25,0.0,0.12,0.09,0.49,0.0,0.05,"[591, 319, 15, 19]",0.33,0.0,0.02,0.18,0.43,0.0,0.03,"[574, 368, 18, 25]",0.04,0.0,0.31,0.05,0.56,0.0,0.03,"[601, 274, 16, 21]",0.16,0.0,0.12,0.03,0.49,0.06,0.12,"[1202, 366, 15, 18]",0.07,0.0,0.08,0.08,0.71,0.04,0.02,"[521, 227, 12, 16]",0.19,0.0,0.13,0.18,0.43,0.0,0.07,"[1152, 390, 21, 25]",0.16,0.0,0.01,0.3,0.43,0.0,0.1,"[518, 258, 14, 19]",0.3,0.0,0.13,0.07,0.42,0.02,0.06
150,"[534, 76, 142, 187]",0.3,0.0,0.05,0.0,0.25,0.0,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,"[555, 127, 143, 190]",0.69,0.0,0.02,0.01,0.17,0.01,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,"[491, 106, 141, 192]",0.53,0.01,0.13,0.0,0.09,0.01,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,"[530, 85, 147, 198]",0.3,0.0,0.03,0.0,0.2,0.1,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,"[457, 85, 144, 192]",0.32,0.0,0.08,0.0,0.41,0.0,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,"[604, 88, 145, 194]",0.35,0.0,0.06,0.0,0.39,0.01,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,"[436, 92, 140, 195]",0.11,0.0,0.04,0.01,0.32,0.04,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,"[517, 85, 146, 192]",0.33,0.0,0.02,0.0,0.25,0.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,"[540, 94, 143, 189]",0.46,0.0,0.03,0.0,0.28,0.01,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,"[556, 114, 143, 191]",0.18,0.0,0.03,0.01,0.32,0.08,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,"[557, 136, 142, 187]",0.69,0.03,0.04,0.0,0.15,0.01,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,"[527, 78, 145, 186]",0.22,0.0,0.03,0.0,0.46,0.0,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,"[1157, 1, 38, 48]",0.17,0.0,0.17,0.03,0.56,0.01,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
